"emp_no","first_name","last_name","hire_date"
234420,"Shir","Einsfeld","1986-02-20"
234431,"Huan","Norsworthy","1986-11-13"
234433,"Sham","Whittlesey","1986-11-10"
234434,"Otmar","Strandh","1986-10-20"
234436,"Lucien","Vesna","1986-07-19"
234446,"Val","Perry","1986-09-28"
234455,"Maik","McFarlin","1986-07-08"
234460,"Stamatina","Paludetto","1986-07-08"
234463,"Billie","Cannata","1986-04-21"
234485,"Vishwani","Stranks","1986-10-21"
234491,"Arnd","Badr","1986-03-10"
234511,"Mani","Emmart","1986-05-26"
234513,"Haldon","Yetim","1986-05-08"
234517,"Honglan","Setlzner","1986-08-05"
234527,"Susuma","Deverell","1986-02-03"
234533,"Seongbae","Vickson","1986-06-19"
234547,"Remko","Merel","1986-11-11"
234559,"Hideyuki","Ermel","1986-02-24"
234562,"Howell","Berztiss","1986-02-09"
234563,"DeForest","Brobst","1986-07-24"
234565,"Alassane","Levasseur","1986-11-03"
234572,"Brendon","Leonhardt","1986-04-11"
234576,"Sajjan","Chorvat","1986-07-11"
234578,"Miyeon","Ullian","1986-10-19"
234612,"Alain","Andreotta","1986-04-24"
234621,"Uno","Henseler","1986-05-14"
234628,"Phuoc","Kavraki","1986-09-02"
234634,"Georgy","Lores","1986-06-30"
234639,"Morrie","Luck","1986-02-03"
234650,"Mototsugu","Erie","1986-01-06"
234654,"Shaibal","Zongker","1986-06-08"
234675,"Toshiko","Lund","1986-05-17"
234684,"Kristina","Eickenmeyer","1986-11-02"
234713,"Sachio","Bottner","1986-02-21"
234715,"Zhensheng","Seghrouchni","1986-06-04"
234718,"Jasminko","Assaf","1986-10-11"
234739,"Foong","Aamodt","1986-06-28"
234747,"Xinan","Hagimont","1986-12-16"
234748,"Shaibal","Tsukune","1986-06-11"
234766,"Claude","Rossi","1986-05-06"
234771,"Shunichi","Peac","1986-05-21"
234779,"Tze","Itschner","1986-05-29"
234792,"Herbert","Miara","1986-10-25"
234797,"Margo","Schoegge","1986-06-20"
234801,"Jianhao","Perfilyeva","1986-07-08"
234806,"Volkmar","Shrader","1986-10-24"
234811,"Teunis","Sherertz","1986-05-05"
234813,"Dietrich","Tagansky","1986-10-14"
234822,"Mabo","Douceur","1986-09-09"
234829,"Gopalakrishnan","Pintelas","1986-02-17"
234842,"Toshimi","Backhouse","1986-12-02"
234847,"Alexius","Wallrath","1986-05-28"
234848,"Xiaobin","Bael","1986-11-06"
234854,"Marit","Sevcikova","1986-07-17"
234874,"Conal","Cronin","1986-02-16"
234880,"Mack","Luders","1986-02-17"
234891,"Ravishankar","Erez","1986-06-22"
234894,"Nahla","Redmiles","1986-10-31"
234896,"Mitsuyuki","Luff","1986-06-15"
234902,"Pragnesh","Cochrane","1986-01-28"
234917,"Zijian","Marsiglia","1986-12-30"
234928,"Olivera","Gunderson","1986-01-30"
234930,"Basant","Erev","1986-11-02"
234932,"True","Brodie","1986-03-28"
234936,"Perla","Mellouli","1986-11-11"
234941,"Pohua","Ouhyoung","1986-02-12"
234955,"Lubomir","Perelgut","1986-04-14"
234960,"Aiman","Cappelli","1986-10-06"
234963,"Kirk","Nollmann","1986-06-08"
234971,"Sibyl","Munawer","1986-05-22"
234973,"Khoa","Swist","1986-08-30"
234974,"Shin","Zschoche","1986-05-30"
234977,"Miyeon","Atrawala","1986-10-08"
234990,"Mohamadou","Markovitch","1986-07-16"
234992,"Zhensheng","Szemeredi","1986-06-21"
235019,"Tooru","Peir","1986-08-25"
235027,"Gro","Flowers","1986-05-01"
235029,"Satoru","Oaver","1986-03-24"
235034,"Toong","Rattan","1986-12-12"
235035,"Renny","Laurillard","1986-05-10"
235045,"Saniya","Capobianchi","1986-06-15"
235062,"Takahito","Mapelli","1986-05-10"
235066,"Ute","Ritzmann","1986-03-17"
235076,"Chriss","Zaccaria","1986-10-06"
235079,"Eckart","Cyre","1986-01-14"
235080,"Jasminko","Quaggetto","1986-02-03"
235086,"Christoper","DiGiano","1986-02-23"
235088,"Gilbert","Mersereau","1986-11-02"
235089,"Uinam","Iwayama","1986-02-06"
235114,"Munir","Zolotykh","1986-08-25"
235115,"Sandeepan","Byoun","1986-08-14"
235116,"Nitsan","Schmezko","1986-07-01"
235128,"Lijie","Czaja","1986-05-15"
235141,"Nimmagadda","Ramamoorthy","1986-08-29"
235142,"Indrajit","Jahnichen","1986-05-24"
235150,"Florian","Welham","1986-01-25"
235163,"Hein","McClurg","1986-03-22"
235177,"Deborah","Petereit","1986-09-26"
235179,"Dines","Conti","1986-04-07"
235190,"Matt","Provine","1986-04-06"
235210,"Seongbin","Farrel","1986-11-13"
235215,"Toshimori","Fetvedt","1986-09-14"
235220,"Dung","Barbanera","1986-12-24"
235222,"Jaber","Yamaashi","1986-10-18"
235223,"Doohun","Zielinski","1986-01-22"
235225,"Aloke","Binding","1986-03-28"
235227,"Dung","Anguita","1986-05-19"
235242,"Eirik","Lipner","1986-12-12"
235246,"Bedrich","Rahimi","1986-07-22"
235250,"Fuqing","Parveen","1986-05-04"
235261,"Atreye","Trelles","1986-01-11"
235275,"Stafford","Perly","1986-08-25"
235287,"Arco","Glowinski","1986-07-16"
235317,"Sorina","Gerteisen","1986-10-23"
235324,"DAIDA","Lorie","1986-07-23"
235326,"Abdelwaheb","Gustavson","1986-11-14"
235336,"Kitty","Gerlach","1986-11-18"
235361,"Mona","Delaune","1986-08-31"
235365,"Radoslaw","Portugali","1986-07-03"
235366,"Xinyu","Esteva","1986-05-24"
235371,"Tzu","Merle","1986-04-25"
235377,"Guther","Kusalik","1986-01-03"
235384,"Mohamadou","Zeilberger","1986-08-07"
235390,"Khedija","Perri","1986-12-20"
235404,"Chinho","Stentiford","1986-10-19"
235415,"Shahaf","Falster","1986-12-08"
235435,"Pranay","Coullard","1986-10-29"
235437,"Sanjai","Zambonelli","1986-08-29"
235438,"Armond","Badr","1986-01-05"
235441,"Jianhui","Schwaller","1986-03-03"
235446,"Mizuhito","Figueira","1986-02-21"
235453,"Moheb","Erbe","1986-06-08"
235455,"Yongdong","Rothenberg","1986-05-15"
235459,"Shen","Rodite","1986-05-23"
235460,"Inderjeet","Giarratana","1986-08-28"
235463,"Fumiko","Mandell","1986-12-28"
235478,"Mahmut","Isaak","1986-06-23"
235479,"Anwar","Kuzuoka","1986-11-17"
235482,"Babette","Poulakidas","1986-11-26"
235500,"Xudong","Cincotta","1986-05-13"
235501,"Shrikanth","Benveniste","1986-02-27"
235502,"Mingsen","Mattern","1986-08-30"
235528,"Goncalo","Valette","1986-08-31"
235538,"Jinxi","Rosar","1986-11-12"
235539,"Navid","Merli","1986-04-13"
235560,"Sanjoy","Glinert","1986-12-11"
235561,"Mohamadou","Miake","1986-06-06"
235562,"Doohun","Beerel","1986-12-28"
235565,"Suvo","Hopewell","1986-10-20"
235581,"Giao","Perry","1986-03-26"
235584,"Hatem","Yetto","1986-03-11"
235589,"Paddy","Schiper","1986-06-03"
235594,"Yannik","Heemskerk","1986-10-23"
235597,"Makato","Kobara","1986-12-24"
235602,"Yuichiro","Teitelbaum","1986-09-21"
235623,"Shahaf","Ramaiah","1986-08-22"
235631,"Yechezkel","Khamsi","1986-01-07"
235638,"Bodo","Teitelbaum","1986-09-16"
235640,"Leon","Comte","1986-10-20"
235643,"Bernardo","Gyimothy","1986-11-21"
235649,"Saddek","Serre","1986-06-24"
235661,"Along","Menhardt","1986-04-10"
235672,"Terresa","Grandbois","1986-10-03"
235676,"Chuanyi","Smailagic","1986-08-04"
235688,"Shigehiro","Angot","1986-07-31"
235699,"Genta","Marzano","1986-05-16"
235702,"Kien","Ashish","1986-02-27"
235710,"Sachem","Bonifati","1986-12-22"
235713,"Gita","Asser","1986-09-18"
235722,"Sven","Vanwelkenhuysen","1986-09-21"
235728,"Akeno","Eiter","1986-08-22"
235730,"Phuoc","Reinhard","1986-11-23"
235753,"Oguz","DeMori","1986-02-26"
235767,"Arunachalam","Showalter","1986-05-09"
235779,"Maha","Menyhert","1986-06-28"
235786,"Przemyslawa","Schlumberger","1986-10-20"
235794,"Phule","Gomatam","1986-07-18"
235800,"Huan","Belinskaya","1986-07-23"
235801,"Gilbert","Erie","1986-10-10"
235806,"Aimee","Bisiani","1986-09-08"
235809,"Khedija","Bamford","1986-11-13"
235816,"Berthier","Tokunaga","1986-01-28"
235817,"Mingsen","Sidou","1986-08-11"
235822,"Jouni","Petersohn","1986-09-28"
235826,"Frazer","Kolinko","1986-12-10"
235827,"Vitaly","Merli","1986-02-26"
235834,"Kish","Ducloy","1986-07-30"
235835,"Suvo","Ertl","1986-01-21"
235853,"Sadegh","Albarhamtoshy","1986-07-16"
235856,"Krisda","Krybus","1986-09-02"
235865,"Domenico","Carrere","1986-02-09"
235868,"Vojin","Nanard","1986-06-12"
235869,"Youngkon","Douceur","1986-06-01"
235881,"Hercules","Ginesta","1986-12-01"
235883,"Hugh","Valtorta","1986-03-24"
235893,"Panayotis","Famili","1986-10-03"
235908,"Eckart","Denti","1986-11-24"
235910,"Indrajit","Kroon","1986-05-14"
235926,"Emran","Varley","1986-10-07"
235927,"Chuanyi","Schwartzbauer","1986-11-07"
235928,"Yunming","Jansch","1986-01-25"
235929,"Djenana","Raney","1986-07-01"
235944,"Alain","Iisaka","1986-09-05"
235946,"Dmitri","Narahari","1986-03-03"
235951,"Gen","Unno","1986-12-08"
235952,"Hiroyasu","Roohalamini","1986-11-24"
235964,"Pantung","Erez","1986-11-18"
235968,"Dmitri","Schapire","1986-04-10"
235980,"Cullen","Serre","1986-04-19"
235982,"Domenick","Perz","1986-12-06"
235995,"Temple","Naumovich","1986-09-08"
235998,"Claude","Taubman","1986-11-20"
236005,"Saeko","Cooman","1986-05-14"
236010,"Eben","Naumovich","1986-06-01"
236020,"Hitofumi","Georgakopoulos","1986-01-19"
236026,"Berna","Azulay","1986-07-16"
236030,"Rosli","Varley","1986-07-26"
236035,"Pintsang","Eastman","1986-04-09"
236038,"Aiichiro","Alpin","1986-03-03"
236039,"Yaghout","Spell","1986-10-06"
236041,"Girolamo","Nergos","1986-08-13"
236044,"Barry","Lammel","1986-05-10"
236060,"Toshiki","Vandervoorde","1986-03-12"
236097,"Hatim","Serot","1986-06-24"
236103,"Kazuyasu","Shanbhogue","1986-12-13"
236113,"Amabile","Piveteau","1986-12-07"
236119,"Emran","Schwartzburd","1986-08-27"
236121,"Georg","Ghazalie","1986-09-03"
236125,"Abdulah","Jumpertz","1986-04-06"
236130,"Aram","Trumbly","1986-01-07"
236131,"Mario","Nourani","1986-02-25"
236134,"Divier","Roisin","1986-03-16"
236140,"Serge","Vidal","1986-05-20"
236147,"Jiang","Nyanchama","1986-12-27"
236162,"Hausi","Fontet","1986-06-24"
236172,"Kazuhira","Steenbeek","1986-01-18"
236184,"Giri","Ramamoorthy","1986-12-29"
236190,"Ugo","Lichtner","1986-10-03"
236191,"Waiman","Selvestrel","1986-02-10"
236193,"Hatsukazu","Vandervoorde","1986-07-30"
236194,"Hitomi","Nitta","1986-04-17"
236196,"Qiwen","Escriba","1986-08-28"
236205,"Patricia","Fairtlough","1986-09-09"
236218,"Yannik","Cmelik","1986-01-27"
236224,"Jolita","Iisaka","1986-06-24"
236228,"Gal","Baez","1986-06-09"
236231,"Mana","Silva","1986-11-20"
236236,"Pranjal","Melichar","1986-04-13"
236242,"Luigi","Deverell","1986-03-18"
236247,"Chaitali","Staudhammer","1986-03-06"
236253,"Ulises","Vanwelkenhuysen","1986-10-15"
236257,"Khalid","Danlos","1986-10-30"
236258,"Goh","Shackell","1986-09-18"
236276,"Zhilian","Sidou","1986-10-19"
236279,"Souichi","Nitsch","1986-03-07"
236284,"Elvia","Ranta","1986-09-15"
236286,"Kasturi","Sidou","1986-04-12"
236289,"Fumino","Armand","1986-12-15"
236294,"Christ","Khalil","1986-10-17"
236303,"Wilmer","Michaels","1986-09-19"
236310,"Siddarth","Munawer","1986-05-15"
236313,"Mansur","McClurg","1986-02-16"
236314,"Shigeo","Peron","1986-12-30"
236316,"Gennadi","Penn","1986-02-10"
236321,"Vishwani","Kandlur","1986-12-03"
236328,"Chinhyun","Nations","1986-10-06"
236335,"Youjian","Rosin","1986-11-13"
236341,"Jongsuk","Emden","1986-07-28"
236350,"Yifei","Shackell","1986-11-21"
236351,"Shahar","Peha","1986-09-18"
236360,"Hugh","Hitomi","1986-01-02"
236367,"Yonghoan","DuCasse","1986-07-14"
236380,"Fayez","Famili","1986-12-06"
236385,"Przemyslawa","Marciano","1986-01-24"
236392,"Constantine","Schade","1986-03-16"
236393,"Jaana","Peternell","1986-05-21"
236398,"Satyanarayana","Ciolek","1986-10-29"
236413,"Elzbieta","Awdeh","1986-10-19"
236420,"Uta","Sommer","1986-03-28"
236422,"Piyawadee","Schaap","1986-08-30"
236426,"JoAnna","Grospietsch","1986-05-13"
236434,"Angus","Soloway","1986-08-26"
236435,"Munir","Tanemo","1986-01-04"
236454,"Kotesh","Rikino","1986-09-29"
236502,"Susanne","Hagimont","1986-06-03"
236508,"Subir","Salinas","1986-06-17"
236511,"Kensei","Thibadeau","1986-05-07"
236514,"Zeljko","Laurillard","1986-09-26"
236518,"Haldon","Waterhouse","1986-09-01"
236522,"Mohammad","Hopewell","1986-01-22"
236528,"Kwangho","Sichman","1986-01-25"
236543,"Eirik","Schonegge","1986-08-26"
236555,"Adamantios","Luga","1986-12-30"
236562,"Mansur","Lunt","1986-10-03"
236584,"Hyuncheol","Lorch","1986-10-23"
236595,"Gou","Haddadi","1986-05-23"
236600,"Gudjon","Birta","1986-04-04"
236622,"Goa","Dulay","1986-06-24"
236632,"Bilhanan","Wilharm","1986-07-29"
236639,"Marsal","Lorin","1986-11-13"
236654,"Volkmar","Butner","1986-04-20"
236656,"JoAnne","Biron","1986-11-25"
236657,"Dung","Kulisch","1986-06-01"
236658,"Otilia","Shimshoni","1986-06-20"
236666,"Chiranjit","Cunliffe","1986-07-10"
236667,"Jayesh","Slaats","1986-03-28"
236668,"Chenye","Lubachevsky","1986-02-14"
236708,"Pascal","Bennet","1986-03-22"
236722,"Weiwu","Weiland","1986-09-20"
236733,"Ziva","Pero","1986-03-17"
236734,"Luigi","Bharadwaj","1986-02-11"
236742,"Hatim","Streit","1986-08-06"
236758,"Wilmer","Slobodova","1986-07-25"
236769,"Adam","Morrin","1986-09-23"
236782,"Irene","Bojadziev","1986-08-13"
236789,"Takanari","Lammel","1986-09-22"
236803,"Chirstian","Ranft","1986-01-07"
236809,"Yoshinari","Woycyznski","1986-08-22"
236810,"Kyoichi","Peng","1986-03-28"
236814,"Shigeo","Anick","1986-12-02"
236822,"Huiqun","Pfau","1986-06-10"
236828,"Neven","Staylopatis","1986-09-02"
236830,"Kwee","Azulay","1986-05-06"
236837,"Mabhin","Qiwen","1986-04-03"
236850,"Lillian","Fortenbacher","1986-03-11"
236854,"Lillian","Nittel","1986-07-20"
236855,"Marsja","Rissanen","1986-01-09"
236858,"Haldun","Bharadwaj","1986-07-12"
236859,"Jaber","Poujol","1986-01-09"
236874,"Youjian","Lueh","1986-12-07"
236881,"Randy","Rande","1986-07-20"
236885,"Prodip","Pileggi","1986-04-09"
236894,"Patricio","Sommen","1986-06-28"
236898,"Kiyokazu","Lichtner","1986-08-10"
236906,"Aluzio","Otillio","1986-02-09"
236909,"JoAnna","Kalorkoti","1986-03-10"
236912,"Becky","Jervis","1986-09-08"
236914,"Bingning","McClurg","1986-10-30"
236951,"Gino","Sudbeck","1986-04-05"
236966,"Geoff","Luck","1986-02-24"
236968,"Marco","Skrikant","1986-02-27"
236978,"Honesty","Acton","1986-12-22"
236979,"Jolita","Velardi","1986-12-23"
236980,"Xiaoqiang","Rosin","1986-12-25"
236983,"Mostafa","Danlos","1986-09-12"
236993,"Adit","Armand","1986-10-29"
236996,"Arup","Malabarba","1986-03-24"
237004,"Maik","Segond","1986-05-19"
237005,"Hyuckchul","Leivant","1986-03-06"
237017,"Troy","Muntz","1986-09-23"
237021,"Yakkov","Simmen","1986-10-10"
237022,"Ibibia","Gopalakrishnan","1986-12-16"
237025,"Mingsen","Lemarechal","1986-01-24"
237026,"Baoqiu","Keohane","1986-08-27"
237028,"Parviz","Michaeli","1986-08-24"
237048,"Ibibia","Zultner","1986-06-06"
237049,"Divine","Streit","1986-12-20"
237050,"Hidefumi","Kakkar","1986-07-07"
237060,"Zhanqiu","Pettis","1986-05-22"
237091,"Hyuncheol","Erez","1986-03-19"
237093,"Demos","Ranum","1986-04-28"
237096,"Leon","Iacovou","1986-03-16"
237118,"Pramod","Baba","1986-03-10"
237131,"Shem","Orsini","1986-08-18"
237133,"Karlis","Kulisch","1986-06-19"
237137,"Arfst","Cincotta","1986-03-30"
237142,"Dung","Schiper","1986-03-11"
237154,"Makato","Bardell","1986-09-25"
237167,"Bartek","Benaini","1986-06-10"
237189,"Jinya","Matzke","1986-06-18"
237190,"Berna","Kalsbeek","1986-06-09"
237196,"Abdelkader","England","1986-05-10"
237212,"Kazuhisa","Kornyak","1986-05-12"
237225,"Hinrich","Ossenbruggen","1986-06-13"
237231,"Thanasis","Kolinko","1986-11-25"
237242,"Yishai","Kobuchi","1986-04-11"
237262,"Jagoda","Otillio","1986-11-13"
237265,"Marin","Waleschkowski","1986-05-07"
237269,"Valdiodio","Nooteboom","1986-12-05"
237271,"Chaoyi","Makrucki","1986-07-08"
237275,"Katsuyuki","Gyimothy","1986-12-17"
237291,"Jackson","Gecsei","1986-10-01"
237300,"Nadjib","Dymetman","1986-07-29"
237303,"LiMin","Herbst","1986-05-19"
237315,"Giri","VanScheik","1986-07-20"
237318,"Mabo","Hempstead","1986-09-23"
237325,"Jayson","Passino","1986-11-04"
237357,"Tayeb","Grospietsch","1986-11-30"
237366,"Uno","Zweizig","1986-04-01"
237373,"Owen","Luef","1986-08-07"
237382,"Qunsheng","Staylopatis","1986-02-18"
237402,"Xinglin","Fasbender","1986-09-28"
237404,"Hidefumi","Androutsos","1986-07-31"
237416,"Moty","Henders","1986-05-05"
237418,"Arvind","Stiles","1986-05-29"
237424,"Khaled","Honglei","1986-06-07"
237454,"Sivanarayana","Zielinski","1986-03-15"
237456,"Jolita","Suomi","1986-09-01"
237470,"Kazuhisa","McDermid","1986-09-11"
237478,"Wuxu","Tzvieli","1986-10-21"
237481,"Monique","Redmiles","1986-10-04"
237482,"Geoff","Billawala","1986-05-08"
237486,"Mountaz","Sevcikova","1986-12-23"
237506,"Chriss","Orsini","1986-10-15"
237537,"Avishai","Jarecki","1986-01-18"
237553,"Ortrun","Bonifati","1986-05-08"
237555,"Uzi","Delgrande","1986-07-25"
237557,"Katsuyuki","Orlowska","1986-01-30"
237562,"Alagu","Randt","1986-06-27"
237572,"Jiong","Codenie","1986-06-21"
237579,"Surveyors","Simmen","1986-01-06"
237580,"Barna","Rindone","1986-04-18"
237581,"Jiang","Szemeredi","1986-06-09"
237585,"Elzbieta","Kawashima","1986-02-05"
237593,"Dietrich","Domenig","1986-08-23"
237602,"Torsten","Chelton","1986-09-29"
237606,"Trygve","Mellouli","1986-02-17"
237610,"DAIDA","Uhrik","1986-03-02"
237624,"Herb","Peyn","1986-09-04"
237686,"Yunming","Bierman","1986-10-09"
237692,"Shahar","Impagliazzo","1986-07-05"
237693,"Matt","Veeraraghavan","1986-09-03"
237694,"Munenori","Riefers","1986-06-14"
237704,"Vivian","Raoux","1986-07-27"
237705,"Hitofumi","Muniz","1986-11-15"
237713,"Uma","Bellone","1986-06-11"
237724,"Fumiyo","Birch","1986-08-22"
237730,"Hatsukazu","Domenig","1986-10-04"
237732,"Candido","Thorensen","1986-02-03"
237738,"Khun","Rijsenbrij","1986-11-09"
237744,"Bodh","Senzako","1986-07-12"
237749,"Sham","Junet","1986-12-13"
237754,"Stamatina","McClure","1986-10-16"
237767,"Sanjay","Kalefeld","1986-03-06"
237773,"Eberhardt","Iwayama","1986-06-04"
237775,"Nevin","Fadgyas","1986-02-18"
237781,"Jiang","Varley","1986-04-16"
237790,"Yannik","Bierbaum","1986-01-28"
237794,"Fei","Morrin","1986-09-02"
237803,"Lihong","Baranowski","1986-08-04"
237834,"Eldridge","Taneja","1986-07-21"
237843,"Guttorm","Cheshire","1986-11-08"
237860,"Vatsa","Rothe","1986-03-02"
237862,"Byong","Sigstam","1986-06-25"
237863,"Manohar","Kushnir","1986-09-30"
237870,"Junichi","Botman","1986-06-28"
237890,"Rasikan","Garnick","1986-05-23"
237892,"Pohua","Dechter","1986-04-21"
237902,"Ingemar","Francisci","1986-06-21"
237923,"Gudjon","Straney","1986-02-02"
237930,"Constantijn","Luef","1986-09-30"
237947,"Souichi","Cannane","1986-10-14"
237952,"Kiyomitsu","Servi","1986-09-24"
237955,"Troy","Lipner","1986-04-05"
237956,"Menkae","Czap","1986-07-07"
237987,"Parke","Zucker","1986-04-17"
237989,"Pantung","Demizu","1986-11-25"
237995,"Irene","Rassart","1986-07-25"
238007,"Hongzue","Busillo","1986-04-27"
238011,"Maren","Morrow","1986-01-02"
238013,"Lalit","Vecchi","1986-02-16"
238024,"Keiichiro","Highland","1986-11-24"
238029,"Chaosheng","Choobineh","1986-07-20"
238032,"Filipe","Srimani","1986-10-02"
238044,"Leen","Conti","1986-01-04"
238046,"Zhiwei","Lukaszewicz","1986-09-16"
238048,"Eldridge","Azulay","1986-10-03"
238055,"Iara","Eugenio","1986-11-17"
238056,"Fumiyo","Vakili","1986-07-20"
238070,"Diederik","Guenter","1986-07-05"
238079,"Akeel","Vandervoorde","1986-11-29"
238093,"Remko","Callaway","1986-06-24"
238097,"Chinhyun","Werthner","1986-07-30"
238104,"Georg","Hardjono","1986-12-16"
238105,"Mikhail","Socorro","1986-03-14"
238123,"Clyde","Iacovou","1986-05-21"
238131,"Wojceich","Besselaar","1986-09-26"
238134,"Munehiro","Snedden","1986-06-24"
238145,"Manohar","Mayerwieser","1986-08-11"
238160,"Edwin","Merks","1986-03-14"
238164,"Perry","Sullins","1986-07-05"
238169,"Masamitsu","Pargaonkar","1986-08-14"
238172,"Radhia","Vuskovic","1986-03-28"
238173,"Lucian","Rathonyi","1986-12-19"
238178,"Susanna","Stamatiou","1986-05-18"
238188,"Yongmin","Stellhorn","1986-07-16"
238200,"Alair","Molenkamp","1986-02-23"
238221,"Fan","Peris","1986-11-03"
238223,"Noritoshi","Mapelli","1986-05-20"
238226,"Nobuyoshi","Wursthorn","1986-05-20"
238227,"Toshiki","Geffroy","1986-04-23"
238235,"Ipke","Vieri","1986-06-27"
238236,"Hailing","Yurek","1986-02-11"
238244,"Richara","Rosca","1986-04-11"
238247,"Jeanna","Paciorek","1986-03-23"
238250,"Zhiwei","Rothe","1986-05-25"
238255,"Hinrich","Angel","1986-11-05"
238262,"Gift","Wossner","1986-12-13"
238270,"Oguz","Mattern","1986-01-02"
238277,"Itzchak","Zuberek","1986-02-24"
238280,"Toshimori","Pettit","1986-01-20"
238303,"Honesty","Gelosh","1986-04-15"
238316,"Kamran","Grospietsch","1986-03-08"
238338,"Lein","Bergere","1986-07-29"
238340,"Tayeb","Orlowski","1986-06-28"
238349,"Hironoby","dAstous","1986-11-25"
238352,"Harngdar","Ruemmler","1986-09-11"
238360,"Demin","Basawa","1986-10-27"
238384,"Tru","Neimat","1986-12-10"
238389,"Etsuo","Perfilyeva","1986-08-20"
238400,"Yuuichi","Provine","1986-12-13"
238411,"Ioana","Binding","1986-12-18"
238425,"Martijn","Cmelik","1986-05-08"
238446,"Fen","Kroft","1986-09-23"
238456,"Tetsushi","Kamber","1986-01-16"
238472,"Byong","Feinberg","1986-10-18"
238475,"Fox","Jarecki","1986-11-13"
238496,"Dayanand","Seghrouchni","1986-11-29"
238497,"Masato","Yamaashi","1986-08-23"
238502,"Chirstian","Orlowska","1986-12-21"
238504,"Baruch","Fiebach","1986-01-29"
238510,"Eben","Zeidenstein","1986-10-18"
238538,"Fumitaka","Pehl","1986-01-02"
238551,"Djelloul","Rodier","1986-12-05"
238553,"Geraldo","Kusakari","1986-11-29"
238554,"Golgen","Parhami","1986-03-03"
238557,"Fai","Krohm","1986-05-01"
238586,"Marek","Bednarek","1986-01-04"
238589,"Abdelwaheb","Schwartzbauer","1986-04-27"
238601,"Jaques","Curless","1986-12-15"
238604,"Yunming","Deyuan","1986-04-08"
238605,"Pranay","Negoita","1986-11-16"
238609,"Weijing","Zizka","1986-09-11"
238618,"Vishu","Schaap","1986-12-17"
238619,"Badri","Benantar","1986-09-30"
238624,"Zhigen","Rusterholz","1986-12-27"
238626,"Tran","Koyama","1986-09-01"
238632,"Leon","Baba","1986-07-22"
238640,"Sergi","Speek","1986-05-05"
238660,"Kannan","Cooley","1986-09-18"
238667,"Steen","Heping","1986-08-25"
238670,"Gennady","Kropp","1986-11-29"
238673,"Shen","Ressouche","1986-07-23"
238703,"Berna","Taneja","1986-01-18"
238706,"Sakthirel","Vieth","1986-03-02"
238707,"Ramya","Lorch","1986-10-29"
238724,"Ortrud","Talmon","1986-04-23"
238739,"Berhard","Schoegge","1986-09-21"
238742,"Xumin","Perry","1986-12-25"
238749,"Cordelia","Hebert","1986-01-27"
238750,"Uinam","Snedden","1986-10-12"
238764,"Fen","Candan","1986-02-02"
238769,"Freyja","Ducloy","1986-01-24"
238770,"Subhada","Pellegrinelli","1986-09-23"
238790,"Khatoun","Passino","1986-08-14"
238793,"Tomoyuki","Asmuth","1986-02-27"
238803,"Yefim","Velardi","1986-10-20"
238804,"Teunis","Oskamp","1986-06-05"
238819,"Xumin","Miara","1986-03-03"
238833,"Leaf","Schoegge","1986-09-16"
238834,"Radhia","Fujisawa","1986-03-11"
238844,"Gina","Eickenmeyer","1986-11-02"
238845,"Suvo","Beetstra","1986-05-19"
238850,"Akhilish","Doering","1986-05-01"
238860,"Sangeeta","Rothe","1986-09-01"
238870,"Ashish","Lowrie","1986-08-02"
238904,"Cheong","Bondorf","1986-03-26"
238907,"Ashish","Douceur","1986-11-23"
238928,"Hilari","Trogemann","1986-01-12"
238933,"Zita","Chleq","1986-10-13"
238939,"Ger","Percebois","1986-03-25"
238940,"Mikhail","Hemaspaandra","1986-02-20"
238959,"Mitchel","Shackel","1986-11-04"
238964,"Zorica","Baca","1986-07-04"
238968,"Freyja","Jonsson","1986-12-05"
238973,"Sedat","Andreotta","1986-01-17"
238979,"Poornachandra","Albarhamtoshy","1986-12-16"
238981,"Babette","Homond","1986-08-24"
238987,"Seongbae","Koyama","1986-12-31"
239004,"Peer","Farrag","1986-11-21"
239006,"Danil","Perna","1986-01-28"
239047,"Laurentiu","Savasere","1986-07-09"
239050,"Goo","Pettey","1986-04-19"
239058,"Tokuyasu","Perz","1986-09-19"
239065,"Akhilish","Braunmuhl","1986-05-20"
239070,"Zsolt","Facello","1986-03-21"
239076,"Ult","Marrakchi","1986-03-24"
239077,"Baziley","Garnick","1986-07-31"
239083,"Kazuhiro","Melichar","1986-11-22"
239087,"Yishai","Birjandi","1986-06-29"
239090,"Nobuyoshi","Woycyznski","1986-10-13"
239096,"Kwan","Highland","1986-12-08"
239115,"Arra","Bratsberg","1986-02-14"
239116,"DeForest","Silva","1986-11-29"
239117,"Theirry","Deyuan","1986-01-13"
239139,"Kristinn","Varman","1986-01-13"
239173,"Mitchel","Vandervoorde","1986-10-18"
239179,"Kaijung","Panangaden","1986-08-30"
239181,"Fumiya","Kieras","1986-04-26"
239204,"Sadegh","Cannard","1986-04-15"
239205,"Masasuke","Brizzi","1986-03-28"
239208,"Jouni","Rullman","1986-02-22"
239213,"Pranas","Yoshizawa","1986-08-21"
239233,"Eberhardt","Lorie","1986-03-13"
239245,"Ranga","Perry","1986-12-29"
239248,"Shiv","Cunliffe","1986-06-04"
239249,"Poorav","Bernini","1986-05-03"
239250,"Kazuhide","Paludetto","1986-09-04"
239261,"Shem","Pileggi","1986-05-29"
239266,"Jixiang","Muchinsky","1986-10-07"
